Titulo,Descriçao,Categoria
P-60A,"<h2 class=""product_title entry-title show-product-nav"">P-60A</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Balanço infantil.
\n
\nÁrea necessária: 4m x 3m.
\n
\nIdade Recomendada: 3 a 12 anos
\n
\nDescrição: O Balanço para Crianças P-60 A da Krenke Brinquedos é um balanço composto por uma estrutura de ferro tubular e uma travessa de tubo de metal galvanizado com 1 assento em plástico rotomoldado outro cadeirinha bebê. (assentos da escolha do cliente)
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/brinquedos-avulsos/"" rel=""tag"">BRINQUEDOS AVULSOS</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-avulsos/"" rel=""tag"">BRINQUEDOS AVULSOS</a>, <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-parquinhos/"" rel=""tag"">BRINQUEDOS PARA PARQUINHOS</a></span></div>",Brinquedos Avulsos
Piso Emborrachado 40mm,"<h2 class=""product_title entry-title show-product-nav"">Piso Emborrachado 40mm</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Piso Emborrachado 40mm [ Chapa de 1mx1m]
\n
\nCores VERDE E TERRA COTA
\n
\nDescrição: Piso Ecológico composto de grânulos de pneus de caminhão reciclado, Aglomerado e prensado, 100% pigmentada. Piso Permeável (drenante 7.4L/h) em múltiplas direções em toda sua dimensão. Possui bolsas de amortecimento de quedas. Não produz odor de borracha convencional. (Inodoro e atóxico). Placas de 1m x 1m com chanfros a cada 50 cm, Possui Certificação Nacional e internacional de acordo com as especificações da norma de segurança de Playgrounds NR 16071 para contemplar o índice crítico de quedas (HIC) necessário nas placas emborrachadas aplicadas em playground e espaços com equipamentos infantis. Não existe desagregação granular.
\nFácil instalação através de colagem lateral utilizando resina isocianato específica para instalação de piso de borracha em área externa com intempéries variáveis, impossibilitando assim a canoagem e espaçamento entre placas provocadas pelo trabalho da borracha (dilatação e contração) proveniente da resiliência de pisos de borracha em geral. Emulsionada, ambos com contensão nas laterais ou acabamentos ao redor da área em nível. Não utiliza pinos, grampos ou qualquer material rígido que afete a segurança e coeficiente de amortecimento da placa emborrachada, para manutenção lavar com agua e sabão neutro.
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/pisos-de-borracha/"" rel=""tag"">PISOS DE BORRACHA</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/pisos-de-borracha/"" rel=""tag"">PISOS DE BORRACHA</a></span></div>",Pisos de Borracha
P-92,"<h2 class=""product_title entry-title show-product-nav"">P-92</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Banco de jardim P-92
\n
\nMedidas: 1,50m x 70cm.
\n
\nDescrição: O Banco de Aço para Jardins P-92 da Krenke é composto por uma estrutura de tubo de metal galvanizado com ripas de madeira plástica na cor semelhante da madeira.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-infantil/"" rel=""tag"">MOBILIÁRIO INFANTIL</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span></div>",Mobiliário Urbano e Jardim
P-92-A (COLORIDO),"<h2 class=""product_title entry-title show-product-nav"">P-92-A (COLORIDO)</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Banco de jardim P-92-A (MP)
\n
\nMedidas: 1,50m x 70cm.
\n
\nDescrição: O Banco de Aço para Jardins P-92-A da Krenke é um banco composto por pés com uma estrutura de tubo de metal galvanizado com ripas de madeira plástica COLORIDA.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-infantil/"" rel=""tag"">MOBILIÁRIO INFANTIL</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span></div>",Mobiliário Urbano e Jardim
B-102 (COLORIDO),"<h2 class=""product_title entry-title show-product-nav"">B-102 (COLORIDO)</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Banco de jardim em madeira plástica
\n
\nMedidas: 1,50m x 70cm.
\n
\nDescrição: O Banco para Jardim B-102 é composto por uma estrutura de polietileno com ripas de madeira plástica coloridas. Isto garante maior durabilidade e mantém um aspecto de produto novo e bem conservado por mais tempo, melhorando assim o custo benefício deste produto.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-infantil/"" rel=""tag"">MOBILIÁRIO INFANTIL</a></span></div>",Mobiliário Urbano e Jardim
B-102,"<h2 class=""product_title entry-title show-product-nav"">B- 102</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Banco de jardim em madeira plástica
\n
\n</div>
\nMedidas: 1,50m x 70cm.
\n
\nDescrição:
\nO Banco para Jardim B-102 é composto por uma estrutura de polietileno com ripas de madeira plástica na cor natural. Isto garante maior durabilidade e mantém um aspecto de produto novo e bem conservado por mais tempo, melhorando assim o custo benefício deste produto.
\n
\nImagem meramente ilustrativa!
\n<div class=""description woocommerce-product-details__short-description"">
\n
\n&nbsp;
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/pisos-de-borracha/"" rel=""tag"">PISOS DE BORRACHA</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/pisos-de-borracha/"" rel=""tag"">PISOS DE BORRACHA</a></span></div>",Mobiliário Urbano e Jardim
Jogo de Xadrez Gigante,"<h2 class=""product_title entry-title show-product-nav"">Jogo de Xadrez Gigante</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nO Jogo de Xadrez Gigante da Krenke é formado por um conjunto de 32 peças em escala gigante com a figura do REI medindo 75 cm de altura e 33 cm de diâmetro na base (peça maior) e o PEÃO medindo 45 cm de altura (peça menor).
\n
\nFabricado em plástico atóxico com tratamento UV que permite ser usado em áreas externas expostas ao tempo garantindo maior durabilidade.
\n
\nOpções de cores: Amarelo, Azul, Branco, Preto, Verde e Vermelho.
\n
\nO tabuleiro é item opcional e as peças podem ser vendidas avulsas. Fornecemos peças de reposição.
\nRecomendado para crianças de 02 a 12 anos.
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/brinquedos-avulsos/"" rel=""tag"">BRINQUEDOS AVULSOS</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-parques/"" rel=""tag"">BRINQUEDOS PARA PARQUES</a>, <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-parquinhos/"" rel=""tag"">BRINQUEDOS PARA PARQUINHOS</a>, <a href=""https://www.krenke.com.br/produto-tag/playground-infantil/"" rel=""tag"">PLAYGROUND INFANTIL</a>, <a href=""https://www.krenke.com.br/produto-tag/playgrounds-completos/"" rel=""tag"">PLAYGROUNDS COMPLETOS</a></span></div>",Brinquedos Avulsos
"Túnel Pet 3 Curvas de 90° Circuito Agility Krenke 3,08 m","O Túnel Pet com 3 Curvas do Circuito Agility Krenke é fabricado com materiais de alta qualidade e segurança.
\n
\nIsto faz com que este produto apresente um excelente custo benefício pois prioriza a integridade física do seu Pet.
\n
\nÉ muito divertido para seu Pet brincar neste Túnel.
\n
\nUm ótimo produto para seu Pet brincar e ao mesmo tempo estimular a atividade física e a convivência social.
\n
\nEsse produto apresenta ótima resistência aos intempéries climáticos, como os raios solares UV, evitando o desbotamento precoce das peças de polietileno coloridos por pigmentação.
\n
\nAs principais peças de plástico são fabricadas com polietileno rotomoldado com cantos arredondados e ótima resistência mecânica (dependendo do molde na fabricação a peça fica oca e consequentemente mais resistente).
\n
\nItens inclusos no produto:
\n
\n4 - Pilares de madeira plástica para altura da flange apoiada ao solo, com perfil de 11 cm X 11 cm com comprimento de 1,30 m, para 1,0 m acima do solo na cor marrom (fabricado com Madeira Plástica com um acabamento superficial para replicar madeira)
\n
\n4 - Acabamentos de ponta de coluna, na cor laranja ou verde pigmentado (fabricado com polietileno)
\n
\n2 - Flanges apoiadas ao solo, na cor amarela pigmentado (fabricado com polietileno)
\n
\n3 - Curva de 90° na cor azul pigmentado (fabricado com polietileno)
\n
\n1 - Kit de parafusos para montar o conjunto de peças (com acabamento de parafuso para evitar ferrugem e melhorar a aparência do produto )
\n
\nComposição da matéria prima:
\n
\n1-O produto é fabricado com materiais de alta qualidade atóxicos e recicláveis
\n
\n2- Polietileno pigmentado (colorido), com aditivo UV que garante a coloração original por mais tempo mesmo que exposto ao clima.
\n
\n4-Madeira Plástica (MP) é um material fabricado a partir da reciclagem de plásticos, que são processados, aglomerados e pigmentados.
\n
\nAo comprar a Madeira Plástica você também está ajudando a retirar o lixo da natureza de forma consciente e sustentável
\n
\nCaracterísticas e dimensões:
\n
\nPeso aproximado: 115 kg (varia segundo a configuração)
\n
\nAltura: 1,02 m do chão até a parte superior da flange (± 1 cm dependendo da montagem)
\n
\nLargura: 3,08 m (± 3 cm dependendo da montagem)
\n
\nComprimento: 3,08 m (± 3 cm dependendo da montagem)
\n
\nIdade recomendada (anos): sem restrição
\n
\nCores disponíveis: Colorido (cores segundo a descrição e imagens) ou natural (cor predominante verde musgo segundo imagens)
\n
\nÁrea necessária para o espaço de instalação de aproximadamente 3,08 m x 3,08 m = 9,5 m²
\n
\nGarantia:
\n
\n1 ano contra defeitos de fabricação
\n
\nOs produtos da Krenke são garantidos contra defeito de fabricação pelo prazo de 1 ano.
\n
\nTodo e qualquer dano causado nos produtos em consequência de mau uso e manuseio inadequado, é de responsabilidade do cliente.",Linha Pet
Salto Pet Agility,"<h2 class=""product_title entry-title show-product-nav"">Salto Pet Agility</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Salto Pet
\n
\nDescrição: Feito em plástico rotomoldado e madeira plástica o salto agility é utilizado para corrida e saltos de seu pet.
\n
\nFormado por arcos para saltos, são confeccionados para impactos e resistência ao uso de cachorros de médio e grande porte.
\nO Salto Agility pode ser distribuído com vários arcos formando um circuito.
\n
\nDisponível em 3 alturas.
\n
\nEste produto é indicado para ambientes internos e externos.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n&nbsp;",Linha Pet
Play Pet Agility Krenke,"<h2 class=""product_title entry-title show-product-nav"">Play Pet Agility Krenke</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Play Pet
\n
\nDescrição: Mini playground desenhado para pets em circuito agility.
\nFeito em plástico rotomoldado, é super resistente e totalmente desenvolvido para cachorros de pequeno, médio e grande porte brincarem.
\n
\nO produto vêm com a configuração inicial de uma escada, plataforma e escorregador.
\n
\nEste produto é indicado para ambientes internos e externos.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n&nbsp;",Linha Pet
P-93,"<h2 class=""product_title entry-title show-product-nav"">P-93</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nNome: Banco de jardim P-93
\n
\nMedidas: 2m x 47cm x 72cm.
\n
\nDescrição: O Banco de Aço para Jardins P-93 da Krenke é composto por uma estrutura de tubo de metal quadrado  galvanizado com ripas de madeira plástica na cor semelhante da madeira.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-infantil/"" rel=""tag"">MOBILIÁRIO INFANTIL</a>, <a href=""https://www.krenke.com.br/produto-tag/mobiliario-urbano-e-jardim/"" rel=""tag"">MOBILIÁRIO URBANO E JARDIM</a></span></div>",Mobiliário Urbano e Jardim
Balanço Acessível,"<h2 class=""product_title entry-title show-product-nav"">Balanço Acessível</h2>
\n<div class=""product-nav"">
\n<div class=""product-prev""></div>
\n<div class=""product-next""></div>
\n</div>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÁrea necessária: 2m x 1,95m.
\n
\nDescrição: O Balanço acessível da Krenke Brinquedos é um balanço composto por uma estrutura de alumínio e uma travessa de tubo de metal galvanizado com chapa de alumínio e acabamento com for em rotomoldado.
\n
\nImagem meramente ilustrativa!
\n
\n</div>
\n<div class=""product_meta""><span class=""posted_in"">CATEGORIA: <a href=""https://www.krenke.com.br/categoria-produto/brinquedos-avulsos/"" rel=""tag"">BRINQUEDOS AVULSOS</a></span><span class=""tagged_as"">TAGS: <a href=""https://www.krenke.com.br/produto-tag/brinquedos-avulsos/"" rel=""tag"">BRINQUEDOS AVULSOS</a>, <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-escolas/"" rel=""tag"">BRINQUEDOS PARA ESCOLAS</a>, <a href=""https://www.krenke.com.br/produto-tag/brinquedos-para-parquinhos/"" rel=""tag"">BRINQUEDOS PARA PARQUINHOS</a></span></div>",Brinquedos Avulsos
LINHA TEMÁTICA,"<h2 class=""product_title entry-title show-product-nav"">LINHA TEMÁTICA</h2>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÉ fabricando com materiais de alta qualidade, dentro normas da ABNT (NBR 16.071/21) de qualidade e segurança. Isto faz com que este Playground Infantil seja um produto de excelente custo benefício pois, além de durável devido a ótimos materiais empregados a ele, este mantém a integridade física da criança por atender normas de segurança. Recomendado para crianças de 03 a 12 anos.
\n<div class=""description woocommerce-product-details__short-description"">
\n<table style=""text-align: left; height: 573px;"" border=""1"" width=""549"" cellpadding=""10"">
\n<tbody>
\n<tr>
\n<th>Tamanho do Brinquedo</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Área Necessária C/ Circulação</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Cubagem</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Peso</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Altura da Torre</th>
\n<td>1,20m / 1,40m</td>
\n</tr>
\n<tr>
\n<th>Norma</th>
\n<td>NBR 16.071/21</td>
\n</tr>
\n<tr>
\n<th>Idade Recomendada</th>
\n<td>Para maiores de 03 Anos até 12 Anos</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>",Playgrounds Completos
KLP 0101,"<h2 class=""product_title entry-title show-product-nav"">KLP 0101</h2>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÉ fabricando com materiais de alta qualidade, dentro normas da ABNT (NBR 16.071/21) de qualidade e segurança. Isto faz com que este Playground Infantil seja um produto de excelente custo benefício pois, além de durável devido a ótimos materiais empregados a ele, este mantém a integridade física da criança por atender normas de segurança. Recomendado para crianças de 03 a 7 anos.
\n<div class=""description woocommerce-product-details__short-description"">
\n<table style=""text-align: left;"" border=""1"" cellpadding=""10"">
\n<tbody>
\n<tr>
\n<th>Tamanho do Brinquedo</th>
\n<td>3,17m x 1,98m</td>
\n</tr>
\n<tr>
\n<th>Área Necessária C/ Circulação</th>
\n<td>4 x 7 m = 28 m²</td>
\n</tr>
\n<tr>
\n<th>Cubagem</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Peso</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Altura da Torre</th>
\n<td>1,20m / 1,40m</td>
\n</tr>
\n<tr>
\n<th>Norma</th>
\n<td>NBR 16.071/21</td>
\n</tr>
\n<tr>
\n<th>Idade Recomendada</th>
\n<td>Para maiores de 03 Anos até 7 Anos</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>",Little Play
KLP 0102,"<h2 class=""product_title entry-title show-product-nav"">KLP 0102</h2>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÉ fabricando com materiais de alta qualidade, dentro normas da ABNT (NBR 16.071/21) de qualidade e segurança. Isto faz com que este Playground Infantil seja um produto de excelente custo benefício pois, além de durável devido a ótimos materiais empregados a ele, este mantém a integridade física da criança por atender normas de segurança. Recomendado para crianças de 03 a 7 anos.
\n<div class=""description woocommerce-product-details__short-description"">
\n<table style=""text-align: left;"" border=""1"" cellpadding=""10"">
\n<tbody>
\n<tr>
\n<th>Tamanho do Brinquedo</th>
\n<td>2,45m x 2,28m</td>
\n</tr>
\n<tr>
\n<th>Área Necessária C/ Circulação</th>
\n<td>4,28 x  6,45m = 27,60 m²</td>
\n</tr>
\n<tr>
\n<th>Cubagem</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Peso</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Altura da Torre</th>
\n<td>1,20m / 1,40m</td>
\n</tr>
\n<tr>
\n<th>Norma</th>
\n<td>NBR 16.071/21</td>
\n</tr>
\n<tr>
\n<th>Idade Recomendada</th>
\n<td>Para maiores de 03 Anos até 7 Anos</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>",Little Play
KLP 0201,"<h2 class=""product_title entry-title show-product-nav"">KLP 0201</h2>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÉ fabricando com materiais de alta qualidade, dentro normas da ABNT (NBR 16.071/21) de qualidade e segurança. Isto faz com que este Playground Infantil seja um produto de excelente custo benefício pois, além de durável devido a ótimos materiais empregados a ele, este mantém a integridade física da criança por atender normas de segurança. Recomendado para crianças de 03 a 7 anos.
\n<div class=""description woocommerce-product-details__short-description"">
\n<table style=""text-align: left;"" border=""1"" cellpadding=""10"">
\n<tbody>
\n<tr>
\n<th>Tamanho do Brinquedo</th>
\n<td>3,97m x 3,36m</td>
\n</tr>
\n<tr>
\n<th>Área Necessária C/ Circulação</th>
\n<td>5,97 x  m 7,30 = 43,58m²</td>
\n</tr>
\n<tr>
\n<th>Cubagem</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Peso</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Altura da Torre</th>
\n<td>1,20m / 1,40m</td>
\n</tr>
\n<tr>
\n<th>Norma</th>
\n<td>NBR 16.071/21</td>
\n</tr>
\n<tr>
\n<th>Idade Recomendada</th>
\n<td>Para maiores de 03 Anos até 7 Anos</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>",Little Play
KLP 0202,"<h2 class=""product_title entry-title show-product-nav"">KLP 0202</h2>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÉ fabricando com materiais de alta qualidade, dentro normas da ABNT (NBR 16.071/21) de qualidade e segurança. Isto faz com que este Playground Infantil seja um produto de excelente custo benefício pois, além de durável devido a ótimos materiais empregados a ele, este mantém a integridade física da criança por atender normas de segurança. Recomendado para crianças de 03 a 7 anos.
\n<div class=""description woocommerce-product-details__short-description"">
\n<table style=""text-align: left;"" border=""1"" cellpadding=""10"">
\n<tbody>
\n<tr>
\n<th>Tamanho do Brinquedo</th>
\n<td>3,91m x 3,36m</td>
\n</tr>
\n<tr>
\n<th>Área Necessária C/ Circulação</th>
\n<td>5,91 x  m 7,30 = 43,14m²</td>
\n</tr>
\n<tr>
\n<th>Cubagem</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Peso</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Altura da Torre</th>
\n<td>1,20m / 1,40m</td>
\n</tr>
\n<tr>
\n<th>Norma</th>
\n<td>NBR 16.071/21</td>
\n</tr>
\n<tr>
\n<th>Idade Recomendada</th>
\n<td>Para maiores de 03 Anos até 7 Anos</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>",Little Play
KLP 0204,"<h2 class=""product_title entry-title show-product-nav"">KLP 0204</h2>
\n<div class=""description woocommerce-product-details__short-description"">
\n
\nÉ fabricando com materiais de alta qualidade, dentro normas da ABNT (NBR 16.071/21) de qualidade e segurança. Isto faz com que este Playground Infantil seja um produto de excelente custo benefício pois, além de durável devido a ótimos materiais empregados a ele, este mantém a integridade física da criança por atender normas de segurança. Recomendado para crianças de 03 a 7 anos.
\n<div class=""description woocommerce-product-details__short-description"">
\n<table style=""text-align: left;"" border=""1"" cellpadding=""10"">
\n<tbody>
\n<tr>
\n<th>Tamanho do Brinquedo</th>
\n<td>5,11m x 3,36m</td>
\n</tr>
\n<tr>
\n<th>Área Necessária C/ Circulação</th>
\n<td>8,11 x  m 7,30 = 59,20m²</td>
\n</tr>
\n<tr>
\n<th>Cubagem</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Peso</th>
\n<td>Consultar</td>
\n</tr>
\n<tr>
\n<th>Altura da Torre</th>
\n<td>1,20m / 1,40m</td>
\n</tr>
\n<tr>
\n<th>Norma</th>
\n<td>NBR 16.071/21</td>
\n</tr>
\n<tr>
\n<th>Idade Recomendada</th>
\n<td>Para maiores de 03 Anos até 7 Anos</td>
\n</tr>
\n</tbody>
\n</table>
\n</div>
\n</div>",Little Play